Press CTRL-C to stop.
         495696 function calls (481712 primitive calls) in 108.600 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 extensions.py:1339(CertificateIssuer)
        1    0.000    0.000    0.000    0.000 extensions.py:326(SubjectInformationAccess)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:455(Mailbox)
        1    0.000    0.000    0.000    0.000 ipaddress.py:565(_BaseAddress)
        1    0.000    0.000    0.000    0.000 oid.py:158(AttributeOID)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 headerregistry.py:280(DateHeader)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 errors.py:172(UnexpectedMethodError)
        1    0.000    0.000    0.000    0.000 core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 ciphers.py:13(_CipherContext)
        1    0.000    0.000    0.000    0.000 extensions.py:1245(GeneralNames)
        1    0.000    0.000    0.001    0.001 oid.py:143(AuthorityInformationAccessOID)
        2    0.000    0.000    0.000    0.000 platform.py:1104(python_implementation)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1393(TreeBuilder)
        2    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 headerregistry.py:501(ContentTransferEncodingHeader)
        1    0.000    0.000    0.000    0.000 requests.py:55(_Response)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 cookies.py:460(BaseCookie)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
        1    0.000    0.000    0.000    0.000 ed448.py:18(_Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 extensions.py:436(DeltaCRLIndicator)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1773(FileCookieJar)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 core.py:5363(TokenConverter)
        1    0.000    0.000    0.000    0.000 server.py:960(CGIHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 general_name.py:175(DirectoryName)
        1    0.000    0.000    0.000    0.000 extensions.py:112(Extensions)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 google_auth_httplib2.py:155(__init__)
        1    0.000    0.000    0.000    0.000 _auth.py:70(with_scopes)
        4    0.000    0.000    0.000    0.000 core.py:2271(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 discovery.py:1312(Resource)
        1    0.000    0.000    0.000    0.000 authorization_code.py:67(AuthorizationCodeGrant)
        1    0.000    0.000    0.000    0.000 socketserver.py:390(TCPServer)
        1    0.000    0.000    0.000    0.000 dsa.py:201(_DSAPublicKey)
        1    0.000    0.000    0.000    0.000 hmac.py:17(_HMACContext)
        1    0.000    0.000    0.000    0.000 extensions.py:145(CRLNumber)
        1    0.000    0.000    0.000    0.000 binding.py:120(_register_osrandom_engine)
        2    0.000    0.000    0.000    0.000 functools.py:839(register)
        1    0.000    0.000    0.000    0.000 extensions.py:1466(SignedCertificateTimestamps)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:412(AngleAddr)
        1    0.000    0.000    0.000    0.000 algorithms.py:109(ARC4)
        1    0.000    0.000    0.000    0.000 base.py:49(Signer)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        2    0.000    0.000    0.000    0.000 client.py:1203(_validate_host)
        1    0.000    0.000    0.000    0.000 extensions.py:1395(InvalidityDate)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 ElementTree.py:1515(XMLParser)
        1    0.000    0.000    0.000    0.000 google_auth_httplib2.py:32(_Response)
        1    0.000    0.000    0.000    0.000 common.py:367(Request)
        1    0.000    0.000    0.000    0.000 general_name.py:201(RegisteredID)
        1    0.000    0.000    0.000    0.000 algorithms.py:60(TripleDES)
        1    0.000    0.000    0.000    0.000 base.py:73(FromServiceAccountMixin)
        1    0.000    0.000    0.000    0.000 _http_client.py:30(Response)
        1    0.000    0.000    0.000    0.000 core.py:2383(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        4    0.000    0.000    0.000    0.000 __init__.py:797(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:1505(OCSPNonce)
        1    0.000    0.000    0.000    0.000 general_name.py:227(IPAddress)
        1    0.000    0.000    0.000    0.000 algorithms.py:45(Camellia)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.003    0.003 posixpath.py:387(realpath)
        1    0.000    0.000    0.000    0.000 keys.py:6(_HashedTuple)
        1    0.000    0.000    0.000    0.000 extensions.py:1367(CRLReason)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:24(_floatconstants)
        1    0.000    0.000    0.000    0.000 __init__.py:473(Authentication)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:517(AddrSpec)
        1    0.000    0.000    0.000    0.000 random.py:218(__init_subclass__)
        1    0.000    0.000    0.000    0.000 revocation.py:22(RevocationEndpoint)
        1    0.000    0.000    0.000    0.000 core.py:108(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:1416(<listcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        3    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 generator.py:396(BytesGenerator)
        1    0.000    0.000    0.000    0.000 headerregistry.py:108(Group)
        1    0.000    0.000    0.000    0.000 __init__.py:281(RRCache)
        1    0.000    0.000    0.000    0.000 algorithms.py:136(SEED)
        3    0.000    0.000    0.000    0.000 datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 errors.py:14(OAuth1Error)
        1    0.000    0.000    0.000    0.000 base.py:24(CipherAlgorithm)
        3    0.000    0.000    0.000    0.000 core.py:807(__init__)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 fields.py:126(RequestField)
        1    0.000    0.000    0.000    0.000 retry.py:430(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        6    0.000    0.000    0.000    0.000 threading.py:529(is_set)
        2    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 hashes.py:21(HashAlgorithm)
        3    0.000    0.000    0.001    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 __init__.py:12(KeyDerivationFunction)
        1    0.000    0.000    0.000    0.000 algorithms.py:122(IDEA)
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        2    0.000    0.000    0.000    0.000 __init__.py:1671(getEffectiveLevel)
        7    0.000    0.000    0.000    0.000 typing.py:1333(cast)
        1    0.000    0.000    0.000    0.000 introspect.py:23(IntrospectEndpoint)
        1    0.000    0.000    0.000    0.000 credentials.py:153(AnonymousCredentials)
        1    0.000    0.000    0.000    0.000 dh.py:182(DHPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 interfaces.py:33(HashBackend)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1116(_ListDataStream)
        1    0.000    0.000    0.000    0.000 auth.py:79(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 core.py:2222(_PendingSkip)
        1    0.000    0.000    0.000    0.000 core.py:1330(make_mask_descr)
        1    0.000    0.000    0.000    0.000 connectionpool.py:865(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 headerregistry.py:436(ParameterizedMIMEHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:487(ContentDispositionHeader)
        1    0.000    0.000    0.000    0.000 credentials.py:220(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:176(LFUCache)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        3    0.000    0.000    0.000    0.000 __init__.py:323(<genexpr>)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.004    0.004 response.py:275(release_conn)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 util.py:11(FileWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:207(LRUCache)
        1    0.000    0.000    0.000    0.000 __init__.py:244(MRUCache)
        1    0.000    0.000    0.000    0.000 __init__.py:27(AsymmetricVerificationContext)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        2    0.000    0.000    0.000    0.000 binding.py:117(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:504(Formatter)
        1    0.000    0.000    0.000    0.000 keys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:12(AsymmetricSignatureContext)
        1    0.000    0.000    0.000    0.000 dsa.py:66(DSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 interfaces.py:48(HMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(PBKDF2HMACBackend)
        1    0.000    0.000    0.001    0.001 core.py:6457(__array_finalize__)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.001    0.001 utils.py:604(requote_uri)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 x25519.py:14(X25519PublicKey)
        1    0.000    0.000    0.000    0.000 response.py:75(__init__)
        2    0.000    0.000    0.001    0.000 _collections_abc.py:804(__len__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        2    0.000    0.000    0.002    0.001 core.py:530(set_results_name)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:263(Comment)
        1    0.000    0.000    0.000    0.000 ec.py:39(EllipticCurve)
        1    0.000    0.000    0.000    0.000 rsa.py:56(RSAPrivateKeyWithSerialization)
       10    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:308(Address)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 ocsp.py:190(OCSPResponseBuilder)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:289(AddressList)
        3    0.000    0.000    0.000    0.000 ssh.py:343(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1472(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:224(QuotedString)
        5    0.000    0.000    0.000    0.000 contentmanager.py:27(add_set_handler)
        1    0.000    0.000    0.000    0.000 dh.py:208(_DHPublicKey)
        1    0.000    0.000    0.000    0.000 _der.py:35(DERReader)
        1    0.000    0.000    0.000    0.000 x448.py:14(X448PublicKey)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 exceptions.py:168(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 model.py:89(BaseModel)
